ad_click_id,ad_id,user_id
29179,1975,8563
29180,1524,5174
29181,887,1541
29182,1913,6844
29183,643,4882
29184,424,3746
29185,867,393
29186,44,9869
29187,436,8842
29188,866,8569
29189,241,1966
29190,594,2364
29191,1639,4303
29192,1864,2493
29193,1320,5871
29194,1188,4194
29195,1069,7031
29196,188,9403
29197,377,6216
29198,1587,1923
29199,1283,9451
29200,625,8957
29201,1849,6320
29202,118,1937
29203,480,7793
29204,1376,9933
29205,1880,5598
29206,97,595
29207,680,4013
29208,1075,3569
29209,748,8319
29210,1234,7911
29211,478,628
29212,1038,3222
29213,1121,1191
29214,1814,3694
29215,846,3495
29216,1537,3696
29217,578,7835
29218,228,4883
29219,1455,2379
29220,557,7975
29221,1976,6936
29222,503,110
29223,1642,1737
29224,1551,2506
29225,786,9854
29226,1648,6075
29227,1920,3580
29228,1324,7016
29229,537,7627
29230,1130,489
29231,230,2701
29232,1559,6789
29233,517,3645
29234,976,2438
29235,33,2488
29236,305,7724
29237,1954,3873
29238,1095,8503
29239,896,3215
29240,321,9816
29241,940,986
29242,947,4557
29243,996,1571
29244,1828,6199
29245,662,4979
29246,515,2498
29247,783,1228
29248,1668,4831
29249,96,8142
29250,760,6331
29251,619,1
29252,14,5396
29253,556,1834
29254,862,5262
29255,121,1757
29256,650,9255
29257,584,5495
29258,86,4436
29259,1002,577
29260,1998,5051
29261,280,2848
29262,557,6168
29263,1897,5060
29264,1355,7412
29265,1389,7331
29266,69,259
29267,954,1533
29268,95,6936
29269,169,9908
29270,1546,9608
29271,669,436
29272,1538,5805
29273,156,9682
29274,233,1783
29275,1308,6622
29276,170,8950
29277,1513,9355
29278,374,3820
29279,270,633
29280,140,1699
29281,29,4868
29282,182,1887
29283,1167,5733
29284,227,8059
29285,1414,7537
29286,661,684
29287,1265,1275
29288,1069,8238
29289,1560,4572
29290,114,3615
29291,1272,5980
29292,122,5840
29293,1438,9021
29294,1600,5950
29295,368,6903
29296,1725,8021
29297,841,3411
29298,1221,76
29299,1469,8088
29300,257,8710
29301,1461,9407
29302,130,5416
29303,1519,213
29304,1153,6356
29305,825,9514
29306,416,4146
29307,619,6273
29308,27,8891
29309,1786,4087
29310,1670,2304
29311,1019,8266
29312,131,2267
29313,1781,1645
29314,261,5049
29315,375,8165
29316,158,2148
29317,1783,1272
29318,601,3533
29319,15,5825
29320,2000,2996
29321,1840,2898
29322,1408,2319
29323,2000,433
29324,23,6237
29325,1406,7642
29326,1218,2093
29327,849,9389
29328,731,8074
29329,1478,4567
29330,987,3513
29331,399,4007
29332,243,4779
29333,391,1400
29334,1320,751
29335,380,7192
29336,574,1113
29337,785,380
29338,1394,9148
29339,485,5925
29340,683,4418
29341,174,8308
29342,674,4072
29343,965,6702
29344,1818,2472
29345,939,8553
29346,1968,4295
29347,1655,1160
29348,1159,1110
29349,563,2528
29350,644,361
29351,632,8012
29352,1996,5729
29353,1964,4179
29354,1392,1864
29355,1123,4652
29356,1029,7494
29357,1408,4425
29358,427,8812
29359,1323,6612
29360,158,161
29361,193,1383
29362,549,3853
29363,1494,4355
29364,1383,7582
29365,1562,1523
29366,747,379
29367,810,5962
29368,1895,2256
29369,725,376
29370,680,3305
29371,640,9837
29372,617,8217
29373,866,9190
29374,1070,1395
29375,979,5581
29376,1677,322
29377,1964,7135
29378,1409,5495
29379,1875,1429
29380,1734,3896
29381,1366,3017
29382,1297,2935
29383,310,7485
29384,260,477
29385,457,9396
29386,1733,2397
29387,1815,614
29388,828,4020
29389,668,9373
29390,1,5021
29391,1429,8987
29392,951,7949
29393,1867,6075
29394,1910,9585
29395,950,8611
29396,1815,2769
29397,1554,9553
29398,935,7077
29399,699,1421
29400,730,4460
29401,24,2274
29402,786,8634
29403,78,8426
29404,1776,8202
29405,1014,4977
29406,1263,6887
29407,1469,1231
29408,651,8539
29409,1995,7701
29410,239,3409
29411,1595,3222
29412,1926,269
29413,1787,2519
29414,1000,2329
29415,33,2402
29416,1463,7028
29417,235,4655
29418,1260,8874
29419,274,5234
29420,484,4094
29421,1421,9727
29422,682,599
29423,353,3440
29424,1032,5243
29425,1704,2084
29426,939,3399
29427,615,7083
29428,1570,2131
29429,421,7986
29430,1774,626
29431,752,2478
29432,945,8256
29433,1117,7308
29434,1912,6625
29435,702,6661
29436,664,9739
29437,1331,1414
29438,377,7827
29439,1349,7245
29440,1624,3549
29441,701,548
29442,447,7467
29443,539,7163
29444,89,7604
29445,1025,5379
29446,1086,1824
29447,530,1987
29448,737,5186
29449,1065,3929
29450,1931,465
29451,66,2446
29452,272,878
29453,1116,5920
29454,1376,3656
29455,796,9863
29456,504,5833
29457,1957,9191
29458,1141,6932
29459,1610,4320
29460,1290,4264
29461,885,4222
29462,1513,1235
29463,189,6503
29464,1187,4823
29465,959,3081
29466,18,2197
29467,468,3524
29468,290,462
29469,1332,5833
29470,26,7410
29471,1523,2174
29472,564,3105
29473,857,8743
29474,1440,5255
29475,1051,1299
29476,399,9619
29477,550,265
29478,1246,1728
29479,1017,2313
29480,213,791
29481,1444,5513
29482,1391,1516
29483,434,2744
29484,137,118
29485,1127,7166
29486,1198,6153
29487,1512,302
29488,1796,5867
29489,399,439
29490,645,5429
29491,1451,7667
29492,472,4692
29493,1582,6917
29494,1376,1902
29495,1842,9001
29496,387,2682
29497,676,9239
29498,160,5608
29499,1545,6174
29500,1067,2653
29501,1129,1430
29502,1308,7810
29503,1363,794
29504,386,2208
29505,1774,4747
29506,678,1563
29507,1038,189
29508,1497,1109
29509,841,7329
29510,383,2761
29511,398,5914
29512,583,7113
29513,825,296
29514,742,5690
29515,512,2397
29516,1125,6211
29517,1462,5011
29518,1762,1717
29519,1253,6690
29520,1355,936
29521,1396,8739
29522,235,9003
29523,867,1109
29524,1048,9185
29525,1719,805
29526,1153,6900
29527,1995,1229
29528,1055,2367
29529,867,9032
29530,179,456
29531,558,9208
29532,1990,9293
29533,1929,4974
29534,1490,6131
29535,426,287
29536,393,498
29537,722,958
29538,1401,2874
29539,27,9182
29540,1591,6831
29541,292,5363
29542,1697,3206
29543,1018,7260
29544,926,1334
29545,367,7427
29546,719,1476
29547,1047,7486
29548,1721,5877
29549,1357,7659
29550,1597,1411
29551,1677,9325
29552,56,1755
29553,911,4549
29554,1140,4388
29555,1227,4675
29556,1092,8966
29557,338,9810
29558,1055,6328
29559,1019,9185
29560,1851,5028
29561,780,621
29562,1087,3017
29563,909,7761
29564,1609,8643
29565,1248,7277
29566,397,9092
29567,959,3577
29568,5,6088
29569,467,9179
29570,990,4196
29571,1311,4266
29572,1634,7986
29573,319,2925
29574,1016,306
29575,337,6657
29576,1266,2982
29577,566,4934
29578,869,3494
29579,830,1240
29580,983,6476
29581,1246,6485
29582,1693,8177
29583,165,7134
29584,107,8659
29585,628,7265
29586,499,5191
29587,1278,9890
29588,883,1171
29589,1527,6582
29590,1847,5453
29591,85,4530
29592,1073,6433
29593,1954,4211
29594,1189,8300
29595,1245,8237
29596,514,1671
29597,1561,7969
29598,1372,9046
29599,1901,41
29600,300,7687
29601,1451,2380
29602,272,1687
29603,910,7763
29604,43,6584
29605,1324,7362
29606,407,8052
29607,1311,3825
29608,243,2544
29609,407,5374
29610,526,6542
29611,868,5654
29612,1075,3421
29613,1942,685
29614,865,7635
29615,1800,9776
29616,47,6958
29617,953,5501
29618,749,2130
29619,1995,5838
29620,1244,6353
29621,213,3513
29622,1544,3420
29623,1361,7160
29624,1612,9708
29625,538,9492
29626,518,3145
29627,485,9834
29628,594,4616
29629,513,6373
29630,216,9296
29631,673,5109
29632,1453,741
29633,1624,4515
29634,550,9502
29635,1799,1178
29636,481,4143
29637,1476,4884
29638,57,1381
29639,1460,2597
29640,306,1009
29641,225,4103
29642,1531,6347
29643,1033,7052
29644,940,7272
29645,1156,361
29646,390,2717
29647,1681,1537
29648,792,2174
29649,1345,1234
29650,276,6619
29651,530,4955
29652,1055,2744
29653,1263,2128
29654,960,558
29655,1858,3506
29656,1414,6709
29657,1952,7812
29658,1374,9708
29659,1597,3494
29660,935,7150
29661,297,7866
29662,601,1475
29663,710,8135
29664,1934,7357
29665,945,956
29666,89,6708
29667,1045,8653
29668,1817,702
29669,1367,5942
29670,1480,4183
29671,1981,1738
29672,278,9494
29673,1775,2502
29674,394,2388
29675,1896,3647
29676,13,704
29677,219,7828
29678,984,4167
29679,1817,9406
29680,1922,4745
29681,1273,7542
29682,149,2957
29683,1452,4342
29684,783,1671
29685,1443,5004
29686,308,2428
29687,1568,377
29688,1555,7828
29689,1065,5495
29690,506,7596
29691,1323,4852
29692,143,1773
29693,1820,1350
29694,1,1610
29695,1207,1110
29696,1840,60
29697,857,9319
29698,24,3531
29699,1232,4574
29700,832,6530
29701,133,7438
29702,321,8721
29703,555,9026
29704,1671,7059
29705,1916,3747
29706,1427,8382
29707,747,2755
29708,1842,6197
29709,1305,2537
29710,819,5584
29711,1127,2580
29712,1049,2258
29713,51,8877
29714,1745,6155
29715,183,9599
29716,1343,947
29717,1636,2794
29718,744,1200
29719,48,8688
29720,362,9442
29721,955,7697
29722,505,2530
29723,599,9382
29724,849,4310
29725,1102,1430
29726,1640,8567
29727,1401,1022
29728,144,1373
29729,1739,946
29730,458,4159
29731,983,635
29732,466,7451
29733,831,445
29734,1708,3477
29735,1635,7865
29736,1978,6153
29737,849,8751
29738,1950,3260
29739,217,833
29740,1907,444
29741,1834,8264
29742,76,6086
29743,859,4421
29744,183,540
29745,1582,822
29746,514,3644
29747,203,8292
29748,1043,1202
29749,1080,3632
29750,526,5218
29751,1286,4662
29752,158,4806
29753,1288,9966
29754,1263,8531
29755,614,6256
29756,1711,9251
29757,909,1750
29758,112,706
29759,620,5202
29760,1102,3852
29761,1638,1143
29762,1357,7414
29763,1249,5492
29764,341,2132
29765,1988,8307
29766,1071,4897
29767,1757,131
29768,364,9660
29769,170,2039
29770,1019,9648
29771,677,8250
29772,1337,1333
29773,1764,7261
29774,1023,9709
29775,251,5733
29776,1438,3607
29777,31,2925
29778,1266,6097
29779,1767,795
29780,1961,2420
29781,1937,9217
29782,486,6511
29783,1397,6790
29784,442,7741
29785,1389,662
29786,1038,2295
29787,1913,1034
29788,1060,89
29789,566,6056
29790,264,7631
29791,578,4255
29792,1487,2447
29793,1411,2805
29794,795,9446
29795,1936,4090
29796,153,7170
29797,1563,5489
29798,680,9998
29799,514,4029
29800,790,5570
29801,1059,2545
29802,909,3962
29803,604,1818
29804,124,6005
29805,1243,6327
29806,1294,547
29807,1388,6257
29808,1294,9844
29809,1760,1500
29810,99,9049
29811,1414,4895
29812,455,622
29813,362,9608
29814,321,9803
29815,1276,4789
29816,1179,8575
29817,1952,500
29818,418,2651
29819,1193,8065
29820,1740,2320
29821,1416,1472
29822,1385,5911
29823,1903,8002
29824,1472,3111
29825,1019,575
29826,1304,8968
29827,810,1685
29828,659,8139
29829,1400,6146
29830,378,3104
29831,241,2635
29832,540,5162
29833,642,9378
29834,550,7611
29835,289,3952
29836,897,5783
29837,1335,4060
29838,419,7282
29839,1186,8107
29840,1665,2040
29841,1428,9020
29842,898,2040
29843,996,5886
29844,1204,4018
29845,1178,1836
29846,1359,6387
29847,903,4919
29848,1216,2774
29849,658,9225
29850,1650,7964
29851,797,3574
29852,1104,7546
29853,637,6532
29854,1565,9600
29855,409,6116
29856,142,5245
29857,364,9941
29858,90,2225
29859,734,2446
29860,1429,114
29861,570,2682
29862,1811,8107
29863,776,5399
29864,317,2385
29865,232,2561
29866,430,5379
29867,1389,4673
29868,1109,1015
29869,1235,1953
29870,1961,4808
29871,1176,3798
29872,1884,8007
29873,1852,8308
29874,70,6110
29875,1940,2918
29876,1493,5340
29877,1410,6308
29878,124,4734
29879,1685,4936
29880,1914,2713
29881,427,6230
29882,1342,449
29883,1826,1076
29884,193,6921
29885,749,4646
29886,916,264
29887,536,9665
29888,157,21
29889,1700,2901
29890,1321,4670
29891,1254,1252
29892,1178,9938
29893,56,5938
29894,1240,5435
29895,154,7385
29896,1297,9628
29897,948,3600
29898,864,1273
29899,287,8595
29900,490,1669
29901,1030,2350
29902,1575,8452
29903,3,7257
29904,953,4902
29905,1052,6378
29906,1395,9767
29907,159,7695
29908,1639,9180
29909,837,6711
29910,793,6587
29911,1612,8681
29912,1415,3785
29913,1284,6724
29914,1891,4769
29915,540,9136
29916,1938,4974
29917,1306,8961
29918,329,145
29919,612,7089
29920,1820,9421
29921,1367,2840
29922,1680,8139
29923,1739,9423
29924,1542,4652
29925,1252,8181
29926,1507,5570
29927,508,5514
29928,1989,4361
29929,611,5806
29930,1762,4998
29931,1366,6437
29932,291,3329
29933,1904,4425
29934,138,1977
29935,597,319
29936,1680,7533
29937,1072,2430
29938,72,1332
29939,1827,1143
29940,1077,6288
29941,1663,1187
29942,653,338
29943,1016,940
29944,813,4157
29945,1480,466
29946,506,7418
29947,1458,3510
29948,1239,1738
29949,1732,3187
29950,97,1753
29951,1099,4983
29952,1855,8835
29953,487,1027
29954,897,7682
29955,1234,4287
29956,417,8237
29957,1222,6707
29958,194,4076
29959,494,9088
29960,765,2405
29961,864,712
29962,1196,6772
29963,138,1769
29964,1764,5990
29965,368,9798
29966,1314,8559
29967,967,1894
29968,123,4138
29969,725,9746
29970,69,1574
29971,945,6393
29972,1219,2635
29973,1498,5805
29974,1124,3029
29975,1664,7199
29976,1463,6297
29977,1338,9099
29978,379,2301
29979,99,6689
29980,863,4549
29981,1180,9537
29982,812,1117
29983,1583,3938
29984,1209,5219
29985,1546,7380
29986,1771,4696
29987,912,6133
29988,571,8308
29989,1021,9906
29990,265,6418
29991,619,9902
29992,664,3155
29993,961,6695
29994,1909,4128
29995,1118,4405
29996,1012,9235
29997,1685,745
29998,649,4502
29999,850,6368
30000,1170,2169
30001,109,645
30002,959,8709
30003,472,459
30004,1450,9181
30005,1763,3193
30006,379,141
30007,923,4420
30008,1080,4163
30009,168,5562
30010,1288,1142
30011,388,124
30012,1533,7000
30013,113,4779
30014,393,9759
30015,1492,6550
30016,113,4040
30017,1045,391
30018,1776,5407
30019,118,1493
30020,357,5059
30021,1618,2228
30022,302,3396
30023,669,3883
30024,32,6499
30025,624,9373
30026,369,4096
30027,328,4510
30028,1346,1287
30029,370,5873
30030,1830,7012
30031,1064,6841
30032,1926,5187
30033,1079,2726
30034,1594,4598
30035,1309,2119
30036,1903,2673
30037,574,7014
30038,1875,7031
30039,1626,906
30040,757,8009
30041,807,1463
30042,917,4742
30043,937,379
30044,335,261
30045,1873,9900
30046,233,3459
30047,1813,4265
30048,996,557
30049,178,6213
30050,522,8840
30051,1180,5029
30052,945,9507
30053,509,4399
30054,1354,6200
30055,1079,8892
30056,448,9713
30057,1941,4048
30058,934,2000
30059,842,7629
30060,1680,9208
30061,1863,9552
30062,1995,7830
30063,35,2238
30064,1768,9467
30065,490,7678
30066,238,9691
30067,1083,2174
30068,986,518
30069,373,6505
30070,137,6188
30071,329,2680
30072,1872,2738
30073,1537,4090
30074,612,8077
30075,826,4096
30076,193,1737
30077,748,7938
30078,995,8775
30079,567,5024
30080,857,9854
30081,1065,292
30082,903,7430
30083,533,9684
30084,1750,4859
30085,1869,142
30086,827,8160
30087,1367,215
30088,602,6225
30089,1141,1462
30090,646,6119
30091,1394,8377
30092,1486,236
30093,705,296
30094,359,3291
30095,750,5031
30096,1760,2843
30097,940,5100
30098,28,5323
30099,766,7564
30100,1020,7915
30101,1467,8016
30102,331,7109
30103,515,8047
30104,1626,452
30105,1254,7655
30106,1027,851
30107,1590,8164
30108,1420,5421
30109,183,2105
30110,1061,4119
30111,1759,2378
30112,1571,1795
30113,857,7358
30114,960,497
30115,1631,7561
30116,1490,8097
30117,1591,95
30118,1741,1330
30119,672,340
30120,1990,8195
30121,1584,9298
30122,1972,1931
30123,1514,2254
30124,220,4651
30125,1711,5316
30126,278,7236
30127,1225,9577
30128,1079,8680
30129,27,7356
30130,827,4656
30131,95,8772
30132,1757,8671
30133,1399,9142
30134,1307,3937
30135,1573,3760
30136,78,9890
30137,1616,416
30138,689,3750
30139,1560,3534
30140,1735,9982
30141,667,5620
30142,1182,1004
30143,1038,8171
30144,1547,4223
30145,606,5135
30146,923,5530
30147,269,2630
30148,535,4472
30149,1483,8671
30150,434,3917
30151,1326,5492
30152,591,5576
30153,1330,6598
30154,662,9796
30155,597,3857
30156,1315,9362
30157,909,6947
30158,436,2993
30159,1261,2106
30160,1791,7541
30161,1276,4411
30162,799,4922
30163,799,1501
30164,1046,9606
30165,282,2163
30166,907,5106
30167,85,7216
30168,1237,7308
30169,898,1221
30170,1075,3663
30171,551,3638
30172,1323,2616
30173,1887,8901
30174,1911,6011
30175,1984,765
30176,1452,2145
30177,1508,2652
30178,1509,7753
30179,1364,1981
30180,261,1327
30181,1557,8573
30182,454,8033
30183,561,221
30184,861,5996
30185,1163,2657
30186,1609,6948
30187,1136,5331
30188,1314,8098
30189,1913,258
30190,1595,2817
30191,1854,3195
30192,1310,1133
30193,634,5583
30194,241,5412
30195,1635,3594
30196,1742,5822
30197,465,266
30198,1161,8375
30199,1476,1109
30200,663,8130
30201,1367,5263
30202,1943,3557
30203,1142,8861
30204,109,7884
30205,250,2047
30206,777,298
30207,18,5032
30208,566,6407
30209,93,3186
30210,1755,5322
30211,855,4649
30212,484,5395
30213,224,9914
30214,969,6818
30215,1352,9798
30216,1670,1178
30217,1082,1380
30218,1331,4630
30219,401,2174
30220,1369,3923
30221,614,3862
30222,480,506
30223,1015,6369
30224,1891,1120
30225,96,6311
30226,990,4915
30227,974,7619
30228,953,5545
30229,732,8058
30230,824,2224
30231,1028,4821
30232,1848,1142
30233,1334,2188
30234,1465,4127
30235,238,8166
30236,166,168
30237,1813,4033
30238,1191,2350
30239,394,1126
30240,150,1173
30241,647,5562
30242,1856,8388
30243,141,3993
30244,1585,4947
30245,1068,3868
30246,1555,4354
30247,1953,264
30248,1994,1194
30249,1591,7852
30250,1930,50
30251,214,6579
30252,158,7297
30253,979,5778
30254,1175,4246
30255,795,6130
30256,1198,9326
30257,1656,1825
30258,106,9012
30259,1437,5996
30260,212,9639
30261,1700,5133
30262,787,4574
30263,1112,5522
30264,518,9257
30265,1594,6629
30266,1766,5601
30267,1208,2747
30268,211,5600
30269,880,6692
30270,1593,993
30271,1425,9020
30272,388,6622
30273,955,6286
30274,1911,9524
30275,576,109
30276,1366,7405
30277,1415,1046
30278,646,901
30279,855,6427
30280,1133,6826
30281,485,5063
30282,783,5040
30283,1476,6266
30284,624,9918
30285,471,296
30286,438,8634
30287,1820,494
30288,1873,5427
30289,69,9949
30290,190,3523
30291,363,1762
30292,1707,2964
30293,226,5755
30294,27,7163
30295,1682,3013
30296,1619,6663
30297,357,4999
30298,1607,7037
30299,785,1492
30300,1139,791
30301,1280,1683
30302,766,8441
30303,1072,4547
30304,1061,5960
30305,80,7238
30306,757,2618
30307,1739,5595
30308,1882,2556
30309,1876,1741
30310,877,3666
30311,1985,1257
30312,118,5815
30313,548,1383
30314,1201,8709
30315,1754,3953
30316,178,5989
30317,975,2103
30318,1748,6106
30319,445,8379
30320,1569,232
30321,1859,7027
30322,1592,9740
30323,464,7267
30324,1718,8572
30325,1634,3187
30326,338,3119
30327,985,3341
30328,1349,8195
30329,711,5675
30330,736,6591
30331,1085,5221
30332,1695,8558
30333,1319,6981
30334,477,5031
30335,1929,896
30336,1111,5137
30337,52,7162
30338,1937,7225
30339,113,3007
30340,397,2033
30341,1532,7403
30342,1990,3723
30343,740,4581
30344,373,513
30345,818,8210
30346,330,9102
30347,1110,4914
30348,1383,7510
30349,1289,1623
30350,790,6075
30351,288,2938
30352,1379,534
30353,1440,2770
30354,523,3676
30355,1049,9692
30356,1288,433
30357,1633,1661
30358,1071,9035
30359,1781,2033
30360,720,2152
30361,1745,4811
30362,597,6259
30363,892,6091
30364,551,4165
30365,843,2648
30366,789,4636
30367,1138,2285
30368,1308,9869
30369,886,2318
30370,83,4528
30371,81,5557
30372,638,3871
30373,785,5896
30374,499,4996
30375,256,9827
30376,1102,4427
30377,50,3019
30378,252,9720
30379,1538,2585
30380,1282,4935
30381,1632,3851
30382,406,2403
30383,943,8389
30384,648,1142
30385,959,5834
30386,546,1704
30387,1218,3885
30388,1596,164
30389,1482,2937
30390,1958,31
30391,1536,1006
30392,980,4876
30393,1935,6094
30394,4,5233
30395,1163,4802
30396,1184,2960
30397,1219,9929
30398,1270,5585
30399,617,6100
30400,281,7530
30401,351,7701
30402,31,4928
30403,1420,4032
30404,450,3405
30405,1753,8675
30406,790,4511
30407,1626,3073
30408,215,8054
30409,144,4542
30410,1999,731
30411,1078,9797
30412,288,757
30413,1853,4444
30414,1770,3127
30415,1787,5147
30416,1604,2246
30417,1422,425
30418,1462,2484
30419,1230,9309
30420,900,6672
30421,1281,7247
30422,28,2984
30423,888,6614
30424,1438,2267
30425,1800,8662
30426,3,6763
30427,1529,3483
30428,485,8540
30429,37,9363
30430,578,7690
30431,1875,5170
30432,437,9795
30433,1509,1105
30434,630,923
30435,1112,5487
30436,72,2666
30437,1300,9234
30438,1654,3181
30439,1099,5876
30440,407,768
30441,14,4333
30442,347,3751
30443,13,2298
30444,406,7959
30445,1264,1891
30446,770,7093
30447,1079,3636
30448,265,8487
30449,1342,1725
30450,85,4935
30451,535,366
30452,288,537
30453,1145,1499
30454,1879,2129
30455,417,2372
30456,1226,9596
30457,324,351
30458,267,9602
30459,1564,759
30460,20,4127
30461,274,7099
30462,631,174
30463,146,2717
30464,813,4582
30465,1183,4051
30466,248,4561
30467,1434,6250
30468,865,7072
30469,1154,2602
30470,288,4446
30471,877,2669
30472,402,2893
30473,1135,9001
30474,1286,3124
30475,386,7787
30476,485,6964
30477,1234,8926
30478,195,8754
30479,886,3452
30480,1369,8426
30481,1248,2339
30482,1718,1216
30483,1004,9577
30484,1179,2746
30485,743,5016
30486,284,8108
30487,799,4572
30488,1905,5543
30489,1762,8806
30490,286,5651
30491,1337,3632
30492,1816,2087
30493,1814,5321
30494,1778,5925
30495,1529,6846
30496,791,7239
30497,681,6030
30498,1,245
30499,1375,6545
30500,1665,8352
30501,386,5470
30502,658,9034
30503,192,2315
30504,706,4808
30505,1172,2071
30506,931,6163
30507,1597,3234
30508,480,3222
30509,270,4133
30510,1016,6067
30511,1485,3022
30512,264,2019
30513,30,1187
30514,1890,5376
30515,580,8403
30516,1439,5330
30517,1039,4448
30518,1191,7643
30519,996,3767
30520,757,2048
30521,655,6586
30522,764,6043
30523,539,6380
30524,1715,7731
30525,147,3623
30526,1221,9346
30527,635,8371
30528,1348,456
30529,289,3263
30530,1360,8909
30531,934,2632
30532,954,9502
30533,391,904
30534,1854,8851
30535,697,2855
30536,1629,5657
30537,1263,5155
30538,1967,9744
30539,425,850
30540,1496,4387
30541,283,3073
30542,126,490
30543,1426,9594
30544,995,9086
30545,1889,8192
30546,1823,7301
30547,1136,5250
30548,1845,4889
30549,1222,5806
30550,1507,298
30551,1565,5171
30552,1051,6681
30553,972,7403
30554,134,8991
30555,1650,1434
30556,1385,8503
30557,67,2793
30558,1092,5729
30559,1083,9101
30560,1949,6327
30561,579,4889
30562,579,3689
30563,1494,2434
30564,1039,3143
30565,1988,5169
30566,217,6442
30567,1393,3469
30568,197,2300
30569,571,1904
30570,648,3062
30571,1514,4976
30572,1979,2445
30573,1686,6369
30574,108,5057
30575,1018,3355
30576,1864,8308
30577,1562,1181
30578,914,1755
30579,250,7327
30580,353,8987
30581,775,6913
30582,1568,8141
30583,1396,2495
30584,752,9939
30585,1134,7248
30586,1190,4539
30587,760,7323
30588,421,3404
30589,551,3608
30590,1851,2370
30591,1773,2996
30592,305,5764
30593,1540,5914
30594,1936,5276
30595,1233,1038
30596,1019,281
30597,1685,5246
30598,1191,7441
30599,1393,840
30600,298,1223
30601,25,5298
30602,22,5281
30603,351,2146
30604,1918,8293
30605,1631,6779
30606,393,5795
30607,577,7927
30608,1584,3535
30609,1365,9438
30610,166,5889
30611,1884,549
30612,1389,9993
30613,288,5106
30614,1258,9605
30615,1181,9439
30616,1959,3438
30617,257,4658
30618,1099,1185
30619,1804,8852
30620,1346,4529
30621,735,5670
30622,1361,8533
30623,1630,6743
30624,29,7949
30625,990,1333
30626,641,7474
30627,906,9260
30628,71,8867
30629,2,4507
30630,1717,3586
30631,505,2247
30632,517,5198
30633,145,9017
30634,478,7994
30635,1872,8463
30636,605,6464
30637,1913,5911
30638,1819,2162
30639,159,8393
30640,883,7624
30641,487,5688
30642,1593,6541
30643,666,7740
30644,1887,1539
30645,1370,2159
30646,607,7522
30647,291,3799
30648,1649,5532
30649,1261,4231
30650,292,3163
30651,989,2406
30652,1677,17
30653,1546,2195
30654,992,7618
30655,286,9215
30656,1115,4388
30657,413,8373
30658,1108,4819
30659,1332,8620
30660,1467,6365
30661,497,207
30662,1787,2467
30663,881,4050
30664,1034,7654
30665,1447,6027
30666,994,6419
30667,1531,9527
30668,929,8385
30669,1043,4225
30670,1865,9502
30671,1122,3059
30672,214,2709
30673,1951,9394
30674,942,9109
30675,1129,487
30676,1765,7801
30677,1241,4400
30678,619,8103
30679,1701,7840
30680,254,8069
30681,1251,5844
30682,814,651
30683,1128,2167
30684,487,3313
30685,1172,4278
30686,672,9385
30687,472,6872
30688,593,3332
30689,668,9170
30690,1200,7134
30691,165,2432
30692,1738,1465
30693,403,6693
30694,591,8015
30695,1234,9985
30696,1973,1071
30697,899,5167
30698,682,2763
30699,1788,2389
30700,981,392
30701,1917,3656
30702,1800,3849
30703,1935,4768
30704,574,3542
30705,243,7272
30706,1414,1076
30707,395,7797
30708,1644,4762
30709,1421,8812
30710,1958,3255
30711,476,262
30712,1724,121
30713,585,1568
30714,1687,8873
30715,1423,4554
30716,493,4819
30717,1231,8344
30718,528,5847
30719,1687,2760
30720,1333,3492
30721,1240,3951
30722,1368,2645
30723,1890,5755
30724,1132,566
30725,114,3929
30726,1159,2912
30727,57,899
30728,1104,7321
30729,1027,1668
30730,949,3950
30731,1018,278
30732,385,530
30733,416,856
30734,1695,2960
30735,153,4094
30736,1935,4483
30737,1906,5357
30738,418,1852
30739,1197,1376
30740,211,6236
30741,920,9740
30742,385,4534
30743,748,5323
30744,57,7244
30745,1869,3636
30746,749,1487
30747,845,4660
30748,1190,7348
30749,601,9481
30750,936,3917
30751,560,6949
30752,198,5675
30753,109,1232
30754,351,460
30755,445,231
30756,1840,628
30757,1755,5358
30758,1146,5866
30759,453,2843
30760,746,2786
30761,555,6801
30762,686,9962
30763,355,1925
30764,1099,8315
30765,454,6479
30766,1454,9675
30767,1557,1238
30768,358,5429
30769,1215,3584
30770,1933,8996
30771,958,3128
30772,548,9919
30773,1765,7512
30774,983,4720
30775,1753,340
30776,393,834
30777,589,1939
30778,931,5192
30779,1217,8974
30780,1249,7269
30781,119,8092
30782,1350,56
30783,1526,4247
30784,166,7067
30785,1935,3304
30786,619,1802
30787,1709,9858
30788,41,7582
30789,1911,7010
30790,297,498
30791,1247,5682
30792,1555,3804
30793,1053,6591
30794,1302,3899
30795,220,3441
30796,560,9773
30797,1034,9089
30798,299,195
30799,78,1843
30800,1707,3238
30801,473,2860
30802,1394,9272
30803,1837,9190
30804,1542,6281
30805,1639,8223
30806,607,4169
30807,1424,3115
30808,1608,9594
30809,1708,7530
30810,901,2745
30811,1738,6809
30812,18,2392
30813,1899,3482
30814,853,6217
30815,749,4412
30816,48,9453
30817,1003,1599
30818,139,1588
30819,52,2251
30820,1642,7186
30821,569,771
30822,775,8162
30823,1900,7142
30824,539,5949
30825,1527,8889
30826,906,4085
30827,1526,365
30828,724,9374
30829,1650,7492
30830,625,913
30831,876,9132
30832,1324,3790
30833,54,8992
30834,236,6591
30835,1021,5744
30836,1055,1481
30837,647,7984
30838,782,1411
30839,1915,8605
30840,1239,2389
30841,857,1901
30842,165,2660
